C,MN,SI,S,CR,NI,MO,AL,TI,V,B,W,CO,H2,N,O2,Ladle_No.,Ladle_Life,LF Chamber Out Temp,Casting Temp,Liquidus Temp,Super-heat,Cast Time,Casting Speed,Defect
0.42,0.72,0.21,0.011,0.23,0.11,0.069,0.025,0.005,0.003,0.0001,0.002,0.005,0.91,50,0,11,14,1557,1556,1494,62,35,6.1,1
0.42,0.72,0.21,0.011,0.23,0.11,0.069,0.025,0.005,0.003,0.0001,0.002,0.005,0.91,50,0,11,14,1540,1556,1507,49,35,6.1,1
0.391,0.95,0.28,0.022,1.03,0.09,0.16,0.022,0.002,0.004,0.0002,0.001,0.006,1.4,50,0,3,27,1543,1543,1494,49,30,2.23,0
0.412,1.06,0.29,0.009,1.15,0.07,0.181,0.02,0.002,0.005,0.0002,0.002,0.007,1.4,64,0,4,2,1539,1539,1491,48,25,2.49,1
0.412,1.06,0.29,0.009,1.15,0.07,0.181,0.02,0.002,0.005,0.0002,0.002,0.007,1.4,64,0,4,2,1539,1539,1491,48,25,2.37,1
0.386,0.93,0.33,0.017,1.03,0.05,0.169,0.028,0.002,0.006,0.0002,0.001,0.004,1.46,54,0,5,9,1546,1546,1494,52,30,2.38,1
0.427,0.75,0.22,0.015,0.23,0.17,0.063,0.032,0.009,0.006,0.0001,0.003,0.007,0.86,52,0,2,11,1570,1554,1494,60,37,5.8,1
0.427,0.75,0.22,0.015,0.23,0.17,0.063,0.032,0.009,0.006,0.0001,0.003,0.007,0.86,52,0,2,11,1570,1554,1494,60,37,5.8,1
0.382,0.96,0.34,0.017,1.04,0.07,0.169,0.027,0.002,0.005,0.0001,0.001,0.005,1.33,56,0,7,21,1541,1541,1494,47,5,3.42,1
0.402,0.93,0.33,0.0253,1.04,0.08,0.15,0.029,0.003,0.005,0.0001,0,0.006,1.36,59,0,11,16,1544,1544,1494,50,30,2.47,1
0.426,0.86,0.35,0.002,1.15,0.37,0.207,0.02,0.003,0.081,0.0002,0.004,0.008,1.41,60,0,4,3,1556,1542,1490,52,29,2.36,1
0.426,0.86,0.35,0.002,1.15,0.37,0.207,0.02,0.003,0.081,0.0002,0.004,0.008,1.41,60,0,4,3,1556,1542,1490,52,29,2.1,1
0.42,0.92,0.27,0.02,1.01,0.11,0.155,0.017,0.002,0.007,0.0001,0,0.006,1.38,88,0,5,21,1550,1551,1492,59,35,2.16,1
0.479,1.27,0.31,0.013,0.17,0.06,0.03,0.029,0.009,0.005,0.0002,0.002,0.004,1.38,61,0,7,27,1550,1536,1490,46,31,2.32,1
0.479,1.27,0.31,0.013,0.17,0.06,0.03,0.029,0.009,0.005,0.0002,0.002,0.004,1.38,61,0,7,27,1550,1536,1490,46,31,2.11,1
0.389,0.95,0.3,0.0218,1.02,0.19,0.163,0.025,0.003,0.006,0.0001,0.001,0.007,1.44,67,0,9,2,1546,1546,1494,52,30,2.32,1
0.401,0.92,0.31,0.016,1.01,0.08,0.167,0.021,0.002,0.006,0,0.001,0.005,1.44,55,0,9,12,1550,1550,1494,56,25,2.28,1
0.383,0.92,0.33,0.0179,1.03,0.07,0.167,0.025,0.003,0.007,0.0001,0.002,0.005,1.49,39,0,5,2,1544,1544,1494,50,30,2.41,1
0.381,0.93,0.29,0.0192,1.02,0.13,0.163,0.024,0.002,0.017,0.0001,0.005,0.005,1.46,73,0,5,12,1545,1545,1494,51,23,2.31,0
0.392,0.92,0.31,0.0186,1.01,0.13,0.166,0.025,0.002,0.009,0.0002,0.002,0.006,1.41,53,0,1,22,1550,1550,1494,56,30,2.23,1
0.391,0.92,0.31,0.0231,1.02,0.06,0.16,0.02,0.003,0.006,0.0002,0.001,0.005,1.43,70,0,4,18,1549,1549,1494,55,30,2.34,1
0.391,0.92,0.33,0.0199,1.01,0.06,0.161,0.02,0.003,0.009,0.0002,0.001,0.005,1.61,55,0,12,7,1548,1548,1494,54,30,2.1,1
0.404,0.92,0.33,0.0242,1.01,0.11,0.153,0.027,0.003,0.007,0.0002,0.002,0.009,1.44,52,0,11,20,1546,1546,1494,52,30,2.31,1
0.377,0.93,0.33,0.0155,1.02,0.1,0.154,0.022,0.003,0.005,0.0002,0.001,0.007,1.42,53,0,5,18,1551,1551,1494,57,30,2.26,1
0.388,0.92,0.32,0.0181,1.02,0.07,0.163,0.022,0.002,0.005,0.0002,0.001,0.005,1.31,57,0,6,17,1549,1549,1494,55,30,2.33,1
0.38,0.92,0.29,0.0183,1.02,0.04,0.168,0.024,0.002,0.005,0.0001,0,0.004,1.41,54,0,6,19,1573,1550,1494,56,28,2.4,1
0.397,0.93,0.3,0.0233,1.02,0.05,0.16,0.026,0.003,0.006,0.0002,0.001,0.005,1.3,52,0,5,18,1547,1547,1494,53,30,2.38,0
0.4,0.96,0.28,0.0202,1.03,0.06,0.16,0.028,0.002,0.005,0.0001,0,0.005,1.15,55,0,1,12,1550,1550,1494,56,30,2.11,1
0.39,0.92,0.31,0.0206,1.01,0.21,0.156,0.023,0.003,0.005,0.0002,0.001,0.01,1.4,59,0,11,19,1550,1550,1494,56,30,2.18,1
0.392,0.92,0.32,0.0165,1.04,0.06,0.16,0.021,0.002,0.005,0.0002,0.001,0.006,1.38,52,0,1,19,1544,1544,1494,50,30,2.11,1
0.397,0.92,0.26,0.0173,1.04,0.07,0.162,0.025,0.002,0.004,0.0002,0.001,0.007,1.41,62,0,4,18,1545,1545,1494,51,30,2.19,1
0.402,0.93,0.3,0.0227,1.03,0.07,0.158,0.023,0.002,0.005,0.0002,0,0.007,1.39,49,0,4,19,1550,1550,1494,56,30,2.13,1
0.412,0.87,0.35,0.009,1.16,0.33,0.187,0.018,0.002,0.079,0.0001,0.001,0.007,1.42,71,0,4,27,1542,1542,1490,52,30,2.12,0
0.433,0.88,0.38,0.01,1.16,0.32,0.196,0.028,0.003,0.085,0.0002,0.004,0.008,1.21,58,0,12,10,1556,1541,1490,51,29,2.35,0
0.433,0.88,0.38,0.01,1.16,0.32,0.196,0.028,0.003,0.085,0.0002,0.004,0.008,1.21,58,0,12,10,1556,1541,1490,51,29,2.35,0
0.433,0.88,0.38,0.01,1.16,0.32,0.196,0.028,0.003,0.085,0.0002,0.004,0.008,1.21,58,0,12,10,1556,1541,1490,51,29,2.35,0
0.433,0.88,0.38,0.01,1.16,0.32,0.196,0.028,0.003,0.085,0.0002,0.004,0.008,1.21,58,0,12,10,1556,1541,1490,51,29,2.35,0
0.421,0.87,0.35,0.013,1.16,0.31,0.185,0.021,0.002,0.081,0.0002,0.001,0.006,1.35,50,0,9,30,1540,1540,1490,50,35,2.1,1
0.406,0.85,0.34,0.013,1.15,0.35,0.195,0.018,0.002,0.093,0.0001,0.001,0.005,1.3,52,0,12,28,1540,1540,1490,50,30,2.16,1
0.436,0.88,0.39,0.01,1.2,0.37,0.194,0.023,0.002,0.094,0.0001,0.001,0.007,1.44,52,0,6,12,1539,1539,1490,49,30,2.49,1
0.416,0.89,0.36,0.008,1.18,0.3,0.179,0.021,0.002,0.091,0.0001,0.001,0.006,1.36,64,0,9,27,1547,1547,1490,57,30,2.38,1
0.419,0.85,0.32,0.0219,1.12,0.06,0.204,0.027,0.003,0.008,0.0001,0,0.006,1.4,55,0,6,19,1548,1548,1499,49,30,2.2,1
0.495,1.26,0.26,0.017,0.17,0.08,0.057,0.028,0.002,0.011,0.0001,0.001,0.005,1.44,60,0,11,12,1528,1528,1486,42,30,2.1,1
0.476,1.28,0.29,0.011,0.12,0.12,0.031,0.021,0.008,0.006,0.0002,0,0.003,1.32,52,0,11,6,1543,1543,1486,57,30,2.12,1
0.486,1.31,0.31,0.016,0.14,0.088,0.037,0.034,0.0141,0.005,0,0.001,0.006,1.24,68,0,6,23,1539,1539,1486,53,35,2.24,1
0.477,1.31,0.26,0.017,0.15,0.13,0.043,0.032,0.009,0.006,0.0001,0,0.004,1.35,53,0,6,30,1536,1536,1486,50,30,2.35,1
0.484,1.29,0.27,0.0154,0.13,0.14,0.034,0.032,0.01,0.006,0.0002,0,0.006,1.34,54,0,2,24,1536,1536,1486,50,30,2.36,1
0.493,1.3,0.28,0.0161,0.15,0.09,0.032,0.03,0.012,0.006,0.0002,0.001,0.005,1.38,58,0,5,20,1543,1543,1486,57,30,2.39,1
0.494,1.29,0.25,0.016,0.16,0.05,0.025,0.029,0.008,0.005,0.0001,0,0.004,1.33,52,0,11,22,1537,1537,1486,51,25,2.3,1
0.47,1.3,0.32,0.0144,0.12,0.09,0.072,0.023,0.006,0.006,0.0002,0,0.005,1.38,55,0,4,23,1542,1542,1486,56,30,2.33,0
0.477,1.32,0.3,0.0139,0.14,0.08,0.04,0.028,0.011,0.006,0.0001,0,0.005,1.35,59,0,1,23,1563,1536,1486,50,25,2.29,0
0.578,0.75,0.2,0.02,0.24,0.11,0.044,0.031,0.013,0.004,0.0001,0.003,0.005,0.85,46,0,5,18,1558,1536,1482,54,40,6.07,1
0.58,0.74,0.28,0.01,0.29,0.08,0.036,0.022,0.014,0.005,0.0002,0.003,0.005,0.89,82,0,4,22,1554,1536,1482,54,40,5.03,1
0.59,0.75,0.25,0.011,0.25,0.23,0.058,0.023,0.013,0.01,0.0002,0.004,0.005,0.93,70,0,12,20,1561,1537,1482,55,35,5.14,1
0.594,0.73,0.2,0.018,0.25,0.06,0.031,0.021,0.013,0.003,0.0001,0.001,0.004,0.86,52,0,3,4,1550,1524,1482,42,31,5.94,1
0.595,0.75,0.26,0.014,0.24,0.11,0.054,0.022,0.015,0.003,0.0001,0.002,0.005,0.92,50,0,10,17,1558,1533,1482,51,30,5.94,1
0.576,0.72,0.21,0.015,0.21,0.16,0.051,0.018,0.012,0.006,0.0001,0.001,0.004,0.9,57,0,2,5,1552,1532,1482,50,35,5.7,1
0.588,0.77,0.2,0.013,0.24,0.31,0.064,0.026,0.009,0.007,0.0001,0.002,0.005,0.87,50,0,2,9,1542,1535,1482,53,45,5.18,1
0.568,0.72,0.2,0.013,0.23,0.17,0.028,0.025,0.013,0.004,0,0.001,0.004,0.88,55,0,6,16,1562,1539,1482,57,43,5.6,1
0.565,0.75,0.21,0.0126,0.25,0.11,0.044,0.024,0.005,0.004,0.0001,0,0.003,0.94,48,0,11,16,1552,1539,1482,57,45,5.14,1
0.583,0.73,0.22,0.0136,0.23,0.11,0.03,0.028,0.01,0.004,0.0001,0,0.004,0.88,49,0,12,3,1548,1536,1482,54,47,4.89,1
0.585,0.74,0.25,0.008,0.23,0.19,0.05,0.025,0.013,0.005,0.0001,0.002,0.007,0.9,50,0,1,23,1548,1531,1482,49,25,5.99,1
0.577,0.72,0.22,0.0124,0.23,0.06,0.044,0.023,0.012,0.004,0.0001,0.002,0.004,0.88,36,0,4,5,1553,1539,1482,57,35,5.71,1
0.166,1.05,0.13,0.0018,1.46,0.09,0.942,0.02,0.001,0.222,0.0002,0.002,0.005,0.92,62,0,3,22,1581,1566,1510,56,33,3.14,1
0.147,1.08,0.09,0.0011,1.42,0.08,0.926,0.021,0.002,0.21,0.0003,0.003,0.006,0.9,55,0,6,2,1581,1568,1510,58,35,5.33,1
0.432,0.88,0.35,0.0073,1.18,0.08,0.288,0.029,0.002,0.006,0.0002,0.001,0.006,1.36,60,0,11,31,1546,1546,1491,55,35,2.19,1
0.426,0.86,0.38,0.0013,1.16,0.15,0.291,0.027,0.003,0.005,0.0002,0.015,0.008,1.34,56,0,10,28,1541,1541,1491,50,30,2.39,1
0.402,0.8,0.28,0,1,0.23,0.2,0.006,0.002,0.006,0.0001,0.001,0.005,1.38,62,0,5,12,1542,1542,1494,48,40,2.41,0
0.402,0.8,0.28,0,1,0.23,0.2,0.006,0.002,0.006,0.0001,0.001,0.005,1.38,62,0,5,12,1542,1542,1494,48,40,2.41,0
0.386,0.79,0.27,0.0008,1.02,0.34,0.206,0.011,0.003,0.006,0.0001,0,0.009,1.43,58,0,1,8,1547,1547,1494,53,30,2.19,0
0.393,0.82,0.28,0.0004,1.03,0.25,0.208,0.006,0.003,0.005,0.0002,0.001,0.006,1.39,50,0,4,13,1548,1548,1494,54,35,2.23,1
0.211,0.87,0.23,0.012,0.58,0.56,0.217,0.02,0.001,0.005,0.0001,0.003,0.011,1.44,51,0,9,25,1560,1560,1508,52,20,2.15,1
0.198,0.86,0.25,0.0122,0.56,0.57,0.215,0.033,0.001,0.005,0.0001,0.003,0.007,1.37,61,0,1,10,1563,1563,1508,55,35,2.17,1
0.296,0.75,0.24,0.0029,1.06,0.18,0.231,0.032,0.002,0.005,0.0001,0.002,0.01,1.4,52,0,3,13,1564,1564,1502,62,30,2.47,1
0.416,0.89,0.26,0.001,0.19,0.06,0.041,0.028,0.012,0.005,0.0001,0.001,0.004,1.33,51,0,2,27,1542,1542,1496,46,25,2.2,1
0.424,0.87,0.26,0.001,0.17,0.1,0.033,0.022,0.01,0.005,0.0001,0.001,0.005,1.4,55,0,12,6,1568,1546,1495,51,28,2.41,1
0.421,0.88,0.29,0.001,0.18,0.08,0.04,0.025,0.008,0.005,0.0001,0.002,0.004,1.33,51,0,7,13,1554,1554,1496,58,35,2.26,1
0.413,0.87,0.27,0.0019,0.19,0.05,0.035,0.028,0.011,0.006,0,0,0.002,1.4,63,0,1,25,1551,1551,1495,56,35,2.43,1
0.423,0.88,0.26,0.0056,0.18,0.07,0.055,0.027,0.015,0.005,0.0001,0.001,0.003,1.62,52,0,10,7,1557,1557,1495,62,28,2.34,1
0.402,0.83,0.28,0.0018,1.04,0.22,0.22,0.01,0.002,0.005,0.0001,0.002,0.009,1.42,65,0,12,20,1544,1544,1494,50,30,2.1,1
0.42,0.76,0.23,0.009,0.25,0.06,0.026,0.026,0.014,0.005,0.0001,0.001,0.004,0.92,50,0,4,15,1563,1553,1494,59,52,5.59,1
0.432,0.72,0.22,0.013,0.25,0.11,0.065,0.028,0.012,0.004,0.0001,0.002,0.005,0.88,52,0,6,4,1569,1547,1494,53,40,5.64,1
0.434,0.73,0.24,0.008,0.24,0.15,0.041,0.033,0.014,0.005,0.0001,0.002,0.005,0.87,62,0,10,8,1563,1556,1494,62,40,5.15,1
0.427,0.74,0.26,0.018,0.23,0.05,0.012,0.022,0.009,0.004,0.0001,0.001,0.002,0.83,48,0,6,2,1570,1551,1494,57,33,6.15,1
0.431,0.75,0.23,0.01,0.24,0.07,0.027,0.029,0.014,0.006,0.0001,0.001,0.003,0.92,50,0,3,13,1566,1550,1494,56,36,5.7,1
0.426,0.75,0.23,0.01,0.25,0.1,0.039,0.031,0.009,0.005,0.0001,0.001,0.004,0.88,51,0,6,23,1569,1555,1494,61,38,5.71,1
0.432,0.73,0.26,0.01,0.24,0.11,0.033,0.03,0.015,0.007,0.0001,0.001,0.004,0.92,52,0,2,4,1567,1547,1494,53,40,5.14,1
0.432,0.73,0.26,0.009,0.22,0.09,0.056,0.02,0.001,0.005,0.0001,0.001,0.004,0.89,59,0,10,14,1573,1554,1495,59,42,5.06,1
0.421,0.74,0.26,0.008,0.23,0.09,0.045,0.028,0.002,0.007,0.0001,0.001,0.004,0.98,54,0,3,18,1561,1547,1495,52,32,6.27,1
0.43,0.74,0.21,0.01,0.23,0.11,0.052,0.03,0.002,0.004,0,0.001,0.004,0.89,50,0,5,12,1570,1552,1495,57,31,6.25,1
0.435,0.75,0.23,0.013,0.22,0.1,0.042,0.023,0.001,0.004,0,0.001,0.004,0.88,65,0,2,11,1568,1556,1495,61,38,5.32,1
0.424,0.74,0.26,0.013,0.22,0.05,0.034,0.028,0.001,0.003,0.0001,0.001,0.003,0.88,48,0,9,6,1565,1549,1495,54,35,6.04,1
0.42,0.76,0.24,0.009,0.23,0.11,0.019,0.027,0.002,0.005,0.0001,0.002,0.005,0.94,53,0,5,23,1570,1550,1495,55,40,5.94,1
0.436,0.72,0.29,0.013,0.22,0.07,0.029,0.021,0.005,0.003,0.0001,0.001,0.004,0.86,62,0,10,6,1569,1544,1494,50,33,4.94,1
0.416,0.74,0.27,0.012,0.23,0.17,0.056,0.027,0.013,0.004,0.0001,0.001,0.005,0.89,54,0,9,22,1560,1549,1494,55,35,4.9,1
0.422,0.75,0.23,0.011,0.26,0.07,0.034,0.027,0.012,0.006,0.0001,0.001,0.004,1.04,55,0,6,19,1562,1543,1494,49,35,4.75,1
0.436,0.75,0.22,0.01,0.25,0.07,0.035,0.021,0.016,0.005,0.0001,0.001,0.004,0.8,48,0,11,5,1569,1542,1494,48,36,4.78,1
0.433,0.74,0.21,0.009,0.25,0.1,0.055,0.024,0.009,0.005,0.0001,0.001,0.005,0.92,52,0,3,5,1564,1549,1494,55,36,4.78,1
0.42,0.75,0.19,0.012,0.25,0.06,0.03,0.024,0.014,0.004,0.0001,0.001,0.004,0.82,50,0,7,19,1559,1548,1494,54,36,4.71,1
0.422,0.73,0.22,0.014,0.23,0.06,0.034,0.022,0.013,0.004,0.0001,0.002,0.004,0.9,52,0,10,16,1563,1542,1494,48,35,4.88,1
0.451,0.79,0.22,0.008,0.27,0.1,0.051,0.027,0.013,0.004,0,0,0.005,0.78,49,0,10,18,1563,1549,1494,55,38,5.09,1
0.429,0.75,0.24,0.009,0.25,0.07,0.028,0.025,0.016,0.005,0.0001,0.002,0.004,0.88,56,0,2,20,1559,1541,1494,47,40,4.78,1
0.425,0.74,0.2,0.01,0.25,0.23,0.038,0.021,0.013,0.004,0.0001,0.002,0.006,0.87,56,0,4,17,1563,1544,1494,50,39,4.73,1
0.428,0.74,0.28,0.012,0.24,0.1,0.033,0.034,0.014,0.008,0.0001,0.001,0.004,0.9,52,0,6,3,1563,1549,1494,55,41,4.8,1
0.426,0.75,0.23,0.007,0.24,0.07,0.054,0.024,0.011,0.004,0.0001,0.002,0.004,0.92,50,0,6,9,1564,1551,1494,57,42,4.71,1
0.422,0.77,0.25,0.013,0.24,0.16,0.041,0.033,0.01,0.004,0.0001,0.002,0.006,0.89,50,0,7,8,1561,1551,1494,57,40,5,1
0.423,0.72,0.18,0.013,0.23,0.08,0.04,0.029,0.009,0.004,0.0001,0,0.004,0.92,50,0,11,20,1564,1545,1494,51,45,4.94,1
0.421,0.73,0.26,0.013,0.24,0.09,0.046,0.02,0.006,0.003,0.0001,0,0.004,0.87,60,0,3,14,1564,1551,1494,57,40,5.01,1
0.445,0.78,0.21,0.011,0.25,0.31,0.082,0.029,0.012,0.006,0.0001,0.002,0.006,0.86,41,0,2,6,1561,1550,1494,56,33,4.65,1
0.429,0.75,0.24,0.015,0.25,0.24,0.062,0.033,0.011,0.002,0.0001,0.001,0.007,0.86,66,0,12,11,1564,1550,1494,56,38,4.83,1
0.414,0.73,0.29,0.01,0.21,0.13,0.043,0.028,0.01,0.011,0.0001,0.001,0.005,0.93,50,0,12,12,1569,1549,1494,55,32,5.6,1
0.44,0.73,0.24,0.015,0.22,0.08,0.044,0.028,0.011,0.005,0.0001,0.001,0.004,0.92,50,0,9,8,1566,1545,1494,51,35,6.21,1
0.42,0.73,0.25,0.013,0.22,0.1,0.043,0.03,0.013,0.004,0.0001,0.001,0.005,1.01,58,0,5,10,1567,1551,1494,57,36,6.21,1
0.431,0.74,0.23,0.01,0.24,0.07,0.03,0.028,0.011,0.006,0.0001,0.001,0.004,0.8,48,0,10,5,1569,1550,1494,56,35,4.72,1
0.417,0.75,0.24,0.011,0.25,0.06,0.048,0.034,0.01,0.004,0,0,0.003,0.94,53,0,10,6,1561,1550,1494,56,35,5.03,1
0.428,0.73,0.25,0.012,0.23,0.09,0.045,0.026,0.012,0.006,0.0001,0.001,0.005,0.9,54,0,7,11,1565,1545,1494,51,36,5.09,1
0.425,0.74,0.23,0.009,0.23,0.22,0.048,0.03,0.014,0.005,0.0001,0.002,0.005,0.91,56,0,9,21,1560,1550,1494,56,37,5.08,1
0.436,0.73,0.24,0.014,0.23,0.13,0.042,0.024,0.008,0.003,0.0001,0.001,0.005,0.98,49,0,10,12,1561,1548,1494,54,37,4.88,1
0.434,0.73,0.29,0.011,0.22,0.09,0.03,0.032,0.009,0.004,0.0001,0.002,0.004,0.9,42,0,7,15,1564,1549,1494,55,34,4.82,1
0.427,0.75,0.28,0.009,0.23,0.08,0.033,0.026,0.013,0.005,0.0001,0,0.003,0.92,62,0,7,5,1563,1551,1494,57,35,5.09,1
0.422,0.76,0.19,0.011,0.22,0.07,0.033,0.027,0.011,0.005,0.0001,0.001,0.003,0.9,50,0,7,6,1575,1552,1494,58,36,5.07,1
0.424,0.74,0.22,0.01,0.23,0.06,0.025,0.02,0.009,0.005,0.0001,0.001,0.003,0.93,49,0,7,7,1558,1545,1494,51,35,4.87,1
0.427,0.75,0.25,0.007,0.25,0.07,0.031,0.021,0.006,0.004,0.0001,0.001,0.003,0.86,66,0,12,10,1561,1544,1494,50,38,4.78,1
0.426,0.72,0.24,0.013,0.24,0.08,0.035,0.029,0.011,0.005,0.0001,0.001,0.003,0.89,52,0,5,2,1561,1544,1494,50,33,4.81,1
0.42,0.72,0.24,0.012,0.24,0.06,0.034,0.03,0.01,0.004,0.0001,0.001,0.003,0.92,57,0,9,5,1568,1546,1494,52,37,5.98,1
0.442,0.73,0.22,0.011,0.27,0.07,0.037,0.036,0.008,0.006,0.0001,0.001,0.003,0.98,53,0,2,19,1574,1551,1494,57,42,5.16,1
0.43,0.77,0.3,0.014,0.21,0.08,0.048,0.02,0.002,0.007,0.0001,0.001,0.003,0.92,47,0,9,9,1564,1550,1495,55,39,4.72,1
0.42,0.75,0.24,0.012,0.23,0.1,0.036,0.022,0.002,0.005,0.0001,0.002,0.004,1.05,52,0,4,20,1565,1545,1495,50,40,5.01,1
0.42,0.75,0.26,0.007,0.22,0.07,0.031,0.03,0.002,0.004,0.0001,0,0.003,0.83,48,0,4,22,1565,1552,1495,57,30,5.69,1
0.423,0.73,0.21,0.013,0.22,0.15,0.048,0.021,0.001,0.006,0.0001,0.001,0.004,1,42,0,9,14,1562,1552,1495,57,39,5.11,1
0.435,0.77,0.2,0.015,0.22,0.06,0.031,0.025,0.001,0.004,0.0001,0.001,0.003,0.95,48,0,9,15,1562,1552,1495,57,39,4.76,1
0.422,0.74,0.26,0.013,0.23,0.07,0.025,0.02,0.002,0.004,0.0001,0.001,0.003,0.89,48,0,9,16,1568,1549,1495,54,29,5.65,1
0.431,0.74,0.23,0.012,0.24,0.07,0.03,0.027,0.007,0.006,0.0001,0.001,0.004,0.93,50,0,9,17,1565,1548,1495,53,34,4.73,1
0.428,0.73,0.25,0.008,0.23,0.07,0.036,0.033,0.003,0.005,0.0001,0.001,0.003,0.92,50,0,5,6,1560,1552,1495,57,40,4.75,1
0.42,0.75,0.22,0.011,0.23,0.07,0.038,0.024,0.001,0.005,0.0001,0.001,0.003,0.99,56,0,5,7,1570,1552,1495,57,35,4.74,1
0.421,0.73,0.21,0.01,0.22,0.07,0.031,0.027,0.007,0.005,0.0001,0.001,0.003,0.96,52,0,5,8,1567,1547,1495,52,30,5.88,1
0.42,0.77,0.21,0.011,0.22,0.08,0.028,0.027,0.007,0.005,0.0001,0.001,0.004,0.95,49,0,9,21,1569,1543,1495,48,35,5.1,1
0.418,0.74,0.25,0.01,0.23,0.12,0.047,0.023,0.002,0.005,0.0001,0.001,0.004,0.88,40,0,6,3,1565,1550,1495,55,40,4.66,1
0.427,0.74,0.21,0.015,0.22,0.06,0.03,0.03,0.001,0.003,0.0001,0,0.003,0.92,49,0,10,6,1570,1552,1495,57,42,5.06,1
0.421,0.73,0.18,0.009,0.22,0.07,0.035,0.027,0.001,0.005,0.0001,0.001,0.003,0.9,51,0,7,17,1566,1545,1495,50,32,5.87,1
0.42,0.73,0.25,0.011,0.23,0.06,0.033,0.029,0.002,0.005,0.0001,0.001,0.003,0.86,50,0,10,7,1570,1552,1495,57,33,5.14,1
0.424,0.71,0.2,0.014,0.24,0.11,0.039,0.024,0.001,0.004,0.0001,0.001,0.004,0.97,51,0,6,7,1572,1550,1495,55,39,4.69,1
0.426,0.74,0.2,0.011,0.22,0.11,0.037,0.025,0.001,0.002,0.0001,0,0.003,0.9,52,0,5,17,1565,1550,1495,55,32,6.16,1
0.427,0.74,0.23,0.009,0.22,0.08,0.032,0.03,0.002,0.005,0.0001,0.001,0.003,0.88,50,0,6,9,1565,1548,1495,53,39,5.05,1
0.427,0.73,0.19,0.017,0.22,0.11,0.044,0.03,0.001,0.004,0,0.002,0.004,0.89,52,0,10,12,1562,1550,1495,55,33,5.74,1
0.422,0.73,0.23,0.008,0.23,0.1,0.047,0.021,0.002,0.005,0,0,0.004,0.9,51,0,6,11,1567,1552,1495,57,35,4.71,1
0.422,0.72,0.24,0.012,0.22,0.09,0.045,0.03,0.002,0.007,0.0001,0.001,0.004,0.82,52,0,5,21,1562,1550,1495,55,38,4.69,1
0.437,0.72,0.2,0.009,0.21,0.12,0.047,0.026,0.001,0.002,0.0001,0,0.004,0.92,53,0,3,6,1568,1551,1495,56,40,5,1
0.421,0.72,0.18,0.013,0.22,0.07,0.039,0.028,0.001,0.003,0,0.001,0.003,0.91,51,0,6,15,1600,1600,1495,105,51,3.42,1
0.43,0.74,0.25,0.011,0.23,0.08,0.043,0.032,0.001,0.008,0.0001,0.001,0.003,0.99,45,0,10,24,1598,1598,1495,103,26,4.67,1
0.434,0.74,0.21,0.01,0.22,0.09,0.038,0.027,0.001,0.005,0.0001,0.001,0.003,0.94,50,0,10,22,1565,1550,1495,55,39,4.7,1
0.421,0.74,0.25,0.016,0.22,0.09,0.056,0.021,0.002,0.003,0.0001,0.001,0.003,0.9,50,0,3,10,1564,1549,1495,54,39,5.03,1
0.42,0.74,0.26,0.008,0.22,0.11,0.031,0.026,0.002,0.005,0,0.001,0.003,0.84,55,0,4,6,1567,1548,1495,53,37,4.75,1
0.426,0.74,0.22,0.016,0.22,0.08,0.04,0.027,0.001,0.006,0.0001,0.002,0.003,0.94,51,0,11,13,1600,1600,1495,105,51,1.56,1
0.415,0.76,0.25,0.009,0.23,0.1,0.045,0.02,0.002,0.004,0.0001,0.001,0.004,0.9,52,0,3,17,1602,1602,1495,107,25,5.01,1
0.42,0.75,0.24,0.011,0.23,0.11,0.04,0.022,0.001,0.004,0.0001,0.001,0.004,0.88,54,0,2,4,1563,1551,1495,56,38,4.74,1
0.437,0.71,0.21,0.011,0.22,0.07,0.031,0.021,0.001,0.005,0,0.001,0.003,0.9,71,0,2,5,1565,1552,1495,57,42,5.02,1
0.442,0.74,0.2,0.013,0.23,0.13,0.045,0.028,0.002,0.004,0.0001,0.001,0.004,0.86,57,0,4,17,1566,1552,1495,57,37,5.01,1
0.434,0.76,0.25,0.012,0.22,0.07,0.038,0.026,0.002,0.005,0,0.001,0.004,0.89,57,0,4,15,1568,1546,1495,51,41,4.65,1
0.442,0.74,0.31,0.011,0.22,0.08,0.042,0.025,0.002,0.003,0,0.001,0.003,0.91,53,0,4,16,1568,1550,1495,55,39,5,1
0.421,0.73,0.24,0.01,0.22,0.12,0.051,0.026,0.001,0.006,0.0001,0.002,0.004,0.98,50,0,4,17,1564,1552,1495,57,36,5.01,1
0.42,0.74,0.24,0.011,0.22,0.15,0.045,0.024,0.001,0.004,0.0001,0.001,0.005,0.92,52,0,9,4,1569,1550,1495,55,35,4.68,1
0.423,0.74,0.25,0.011,0.22,0.06,0.031,0.026,0.001,0.004,0.0001,0.001,0.003,0.85,65,0,9,5,1569,1550,1495,55,37,4.89,1
0.419,0.73,0.22,0.01,0.22,0.16,0.054,0.029,0.001,0.005,0.0001,0.002,0.005,0.92,70,0,12,14,1565,1552,1495,57,36,4.64,1
0.42,0.71,0.25,0.014,0.22,0.11,0.046,0.021,0.002,0.005,0.0001,0.001,0.004,0.89,50,0,10,4,1563,1556,1495,61,38,6.07,1
0.428,0.75,0.2,0.011,0.22,0.07,0.026,0.03,0.002,0.004,0.0001,0,0.003,0.91,58,0,9,15,1561,1550,1495,55,36,4.98,1
